Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Full Name
HENAN MINGTAI AL INDL. 'A',CN:HMA,9/19/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Mingtai Al Industrial 'A'
HENAN YINGE INDL.INV. 'A',CN:LXP,4/30/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Yinge Industrial Investment 'A'
HENAN YUGUANG GOLD&LEAD 'A',CN:HYG,7/30/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Yuguang Gold and Lead 'A'
HENAN ZHONGFU INDL.'A',CN:HZU,6/26/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Zhongfu Industrial 'A'
HENAN ZHONGYUAN EXPRESS WAY 'A',CN:HZE,8/8/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Zhongyuan Express Way 'A'
HUADIAN ENERGY 'A',CN:HEG,7/1/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huadian Energy 'A'
HUAFANG TEXTILE 'A',CN:HFT,6/27/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huafang Textile 'A'
HUANGSHAN TOURISM DEV. 'A',CN:HTR,5/6/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huangshan Tourism Development 'A'
HUAXIN CEMENT 'A',CN:HCC,1/3/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huaxin Cement 'A'
HUAYI ELECTRIC 'A',CN:SFM,11/6/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huayi Electric 'A'
HUAYUAN PROPERTY 'A',CN:HBI,9/9/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huayuan Property 'A'
HUBEI KAILE SCTC.'A',CN:HKP,7/6/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hubei Kaile Science and Technology 'A'
HUBEI MAILYARD SHRE.'A',CN:HBM,11/6/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hubei Mailyard Share 'A'
HUNAN AIHUA GP.'A',CN:AHG,5/15/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hunan Aihua Group 'A'
HUNAN COPOTE SCI.TECH.'A,CN:HCT,12/10/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hunan Copote Science Technology 'a
HUNAN FANGSHENG PHARM. 'A',CN:LLK,12/5/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hunan Fangsheng Pharmaceutical 'A'
INESA ELECTRON 'A',CN:SVD,1/2/1991,25Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inesa Electron 'A'
INLY MEDIA 'A',CN:ILY,5/27/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inly Media 'A'
INNER MONGOLIA EERDUOSI RES.'A',CN:IEC,4/26/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inner Mongolia Eerduosi Resources 'A'
INNER MONGOLIA LANTAI 'A',CN:ILT,12/22/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inner Mongolia Lantai 'A'
INSIGMA TECHNOLOGY 'A',CN:ZNT,4/18/1997,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Insigma Technology 'A'
INSPUR SOFTWARE 'A',CN:SND,9/23/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inspur Software 'A'
IRICO DISPLAY DEVC. 'A',CN:CAI,5/20/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Irico Display Devices 'A'
JCHX MNG.MAN.'A',CN:JMM,6/30/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,JCHX Mining Management 'A'
JIANGSU ETERN 'A',CN:JSY,9/29/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Etern 'A'
JIANGSU HENGLI HIP.OIL CYLD.'A',CN:HOY,10/28/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Hengli Highpressure Oil Cylinder 'A'
JIANGSU JIANGNAN WATER 'A',CN:JJW,3/17/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Jiangnan Water 'A'
JIANGSU JSHN.S&CH.IND. 'A',CN:JCY,12/31/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu JSHN S&Chuo Industry 'A'
JIANGSU KANION PHARMS. 'A',CN:JKP,9/18/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Kanion Pharmaceuticals 'A'
JIANGSU LIANYUNGANG PORT 'A',CN:JPO,4/26/2007,8Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Lianyungang Port 'A'
JIANGSU PHOENIX PR.INV. 'A',CN:QND,7/2/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Phoenix Property Investment 'A'
JIANGSU PROV.COMMS.PLAN. &.DSGN.INST.'A',CN:ZHB,10/13/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Province Communications Planning and Design Institute 'A'
JIANGSU SUNRAIN SOLAR ENERGY 'A',CN:USC,5/21/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Sunrain Solar Energy 'A'
JIANGSU SUNSHINE 'A',CN:JSU,9/27/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Sunshine 'A'
JIANGSU WANLIN MLG.'A',CN:WML,6/29/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Wanlin MLG 'A'
JIANGSU YANGNONG CHM.'A',CN:JGC,4/25/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Yangnong Chemical 'A'
JIANGSU YUEDA INV.'A',CN:JYC,1/3/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Yueda Investment 'A'
JIANGSU YULONG STL.PIPE 'A',CN:JYS,11/7/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Yulong Steel Pipe 'A'
JIANGXI GANYUE 'A',CN:JXG,5/18/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangxi Ganyue 'A'
JIANGZHONG PHARM.'A',CN:JNG,9/23/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangzhong Pharmaceutical 'A'
JIG.HENGSHUN VGR.IND. 'A',CN:JHV,2/6/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Hengshun Vinegar Industry 'A'
JILIN CHENGCHENG GP.'A',CN:JWG,11/23/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jilin Chengcheng Group 'A'
JILIN SINO MICROEL. 'A',CN:JSM,3/16/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jilin Sino Microelectronics 'A'
JINHUI LIQUOR 'A',CN:JLQ,3/10/2016,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jinhui Liquor 'A'
JINXI AXLE 'A',CN:JAX,5/26/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jinxi Axle 'A'
JINZHOU PORT 'A',CN:JHC,6/9/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jinzhou Port 'A'
JOEONE 'A',CN:JOE,5/30/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Joeone 'A'
JONJEE HI-TECH INDL. & COML.HLDG.'A',CN:KGN,1/24/1995,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jonjee Hi-Tech Industrial and Commercial Holding 'A'
KAILUAN ENERGY CHM.'A',CN:KCC,6/2/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Kailuan Energy Chemical 'A'
KEDA CLEAN ENERGY 'A',CN:GKD,10/10/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Keda Clean Energy 'A'
KUNMING PHARMACEUTICAL 'A',CN:KPC,12/6/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Kunming Pharmaceutical 'A'
LIAONING SG AUTV.GP. 'A',CN:LNG,12/26/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Liaoning SG Automotive Group 'A'
LIAONING WELLHOPE AGRI TECH JOINT STOCK 'A',CN:WAJ,8/8/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Liaoning Wellhope Agri Technology Joint Stock 'A'
LINEWELL SOFTWARE 'A',CN:LWS,12/30/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Linewell Software 'A'
LINGYUAN IRON & STEEL 'A',CN:IAS,5/11/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lingyuan Iron and Steel 'A'
LINGYUN INDUSTRIAL 'A',CN:LNU,8/15/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lingyun Industrial 'A'
LIONCO PHARM.GP.'A',CN:LPG,5/28/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lionco Pharmaceutical Group 'A'
LIUZHOU IRON & STEEL 'A',CN:LIS,2/27/2007,9Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Liuzhou Iron and Steel 'A'
LONG YUAN CONSTRUCTION GP. 'A',CN:LYC,5/24/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Long Yuan Construction Group 'A'
LUCKY FILM 'A',CN:LFC,1/22/1998,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lucky Film 'A'
LUOYANG GLASS 'A',CN:LGC,11/1/1995,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Luoyang Glass 'A'
LUSHANG PROPERTY 'A',CN:SZW,1/13/2000,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lushang Property 'A'
MARKOR INTL.FRTR. 'A',CN:MIF,11/27/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Markor International Furniture 'A'
MAYINGLONG PHARM.GP.'A',CN:WUM,5/17/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Mayinglong Pharmaceutical Group 'A'
METRO LAND 'A',CN:NHG,10/25/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Metro Land 'A'
NANJING CHIXIA DEV. 'A',CN:NAC,3/28/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Chixia Development 'A'
NANJING CTL.EMPO.(GP.) 'A',CN:NCE,9/26/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Central Emporium (Group) 'A'
NANJING IRON & STEEL 'A',CN:NIS,9/19/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Iron and Steel 'A'
NANJING KANGNI MCL&ECL. 'A',CN:NKM,8/1/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Kangni MCL and ECL 'A'
NANJING PANDA ELEC. 'A',CN:NNP,11/18/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Panda Electric 'A'
NBTM NEW MATS.GROUP 'A',CN:NTN,5/11/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,NBTM New Materials Group 'A'
NINGBO BIRD 'A',CN:NBC,7/6/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Bird 'A'
NINGBO FUDA 'A',CN:NIG,7/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Fuda 'A'
NINGBO JIFENG ATOP 'A',CN:JFA,3/2/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Jifeng Atop 'A'
NINGBO MARINE 'A',CN:NMS,4/24/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Marine 'A'
NINGBO TECHMATION 'A',CN:HXT,3/3/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Techmation 'A'
NINGBO YUNSHENG 'A',CN:NIY,10/30/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Yunsheng 'A'
NINGXIA XINRI HENGLI STL.WIRE 'A',CN:NHS,5/29/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningxia Xinri Hengli Steel Wire 'A'
NORTH CHINA PHARM. 'A',CN:NCP,1/14/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,North China Pharmaceutical 'A'
NORTH ELECTRO-OPTIC 'A',CN:HBH,11/6/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,North Electro-Optic 'A'
ORIENT GP.'A',CN:DNG,1/6/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Orient Group 'A'
ORIENT INTL.ENTER.'A',CN:DCP,7/12/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Orient International Enterprise 'A'
PHENIX OPTICAL 'A',CN:POP,5/28/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Phenix Optical 'A'
PINGDINGSHAN TIANAN COAL MNG. 'A',CN:PIN,11/23/2006,9Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Pingdingshan Tianan Coal Mining 'A'
PULIKE BILG.ENGR.'A',CN:PBE,5/18/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Pulike Biological Engineering 'A'
QINGDAO SODA ASH INDL. 'A',CN:QSA,3/9/2000,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Qingdao Soda Ash Industrial 'A'
QITAIHE BAOTAILONG COAL & COAL CHEMS.'A',CN:QBC,3/9/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Qitaihe Baotailong Coal and Coal Chemicals 'A'
QUMEI HOME FRNS.GP.'A',CN:QFR,4/22/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Qumei Home Furnishings Group 'A'
RISING NONFR.MTLS.SHARE 'A',CN:HXP,5/26/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Rising Nonferrous Metals Share 'A'
SAILUN GROUP 'A',CN:LUN,6/30/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sailun Group 'A'
SHAANXI BRDCT.& TV NET. INTERMEDIARY 'A',CN:HME,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shaanxi Broadcast and Television Network Intermediary 'A'
SHAANXI HEIMAO COKING 'A',CN:WER,11/5/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shaanxi Heimao Coking 'A'
SHAANXI QINLIING CEMENT (GROUP) 'A',CN:SQC,12/16/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shaanxi Qinliing Cement (Group) 'A'
SHAI.3F NEW MATS. 'A',CN:SSN,3/16/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai 3F New Materials 'A'
SHAI.BAOSIGHT SOFTWARE 'A',CN:STB,3/11/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Baosight Software 'A'
SHAI.CHLOR-ALKALI CHM. 'A',CN:SCA,11/13/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Chlor-Alkali Chemical 'A'
SHAI.DATUN ENERGY RES. 'A',CN:DER,8/29/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Datun Energy Resources 'A'
SHAI.ET.CHIN.CMP.'A',CN:SCC,3/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai East China Computer 'A'
SHAI.FUDAN FWD.S & T 'A',CN:FGL,1/5/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Fudan Forward S&T 'A'
SHAI.HAIXIN GROUP 'A',CN:SHI,4/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Haixin Group 'A'
SHAI.HIGHLY (GP.) 'A',CN:SCO,11/16/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Highly (Group) 'A'
SHAI.JIABAO IND.& COM. (GP.) 'A',CN:SJI,12/3/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jiabao Industry and Commerce (Group) 'A'
SHAI.NEW HUANG PU RLST. 'A',CN:SHR,3/26/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai New Huang Pu Real Estate 'A'
SHAI.PUDONG RD.AND BDG. CON.'A',CN:SPN,3/16/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Pudong Road and Bridge Construction 'A'
SHAI.SHENDA 'A',CN:SSC,1/7/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shenda 'A'
SHAI.SHENTONG METRO 'A',CN:SHW,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shentong Metro 'A'
SHAI.TONGJI SCTC.INDL. 'A',CN:STO,3/11/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Tongji Science and Technology Industrial 'A'
SHAI.YIMIN COML.GP.'A',CN:SYD,2/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Yimin Commercial Group 'A'
SHAI.ZIJIANG ENTS.GROUP 'A',CN:SZJ,8/24/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Zijiang Enterprises Group 'A'
SHANDONG BINZHOU BOHAI PISTON CO. 'A',CN:PST,4/7/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Binzhou Bohai Piston Company 'A'
SHANDONG HIKING INTL.'A',CN:SAN,7/26/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Hiking International 'A'
SHANDONG HOMEY AQUATIC DEV. CO. 'A',CN:HMY,4/5/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Homey Aquatic Development Company 'A'
SHANDONG HUALU HENGSHENG CHM. 'A',CN:SUH,6/20/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Hualu Hengsheng Chemical 'A'
SHANDONG HUATAI PAPER 'A',CN:SUP,9/28/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Huatai Paper 'A'
SHANDONG HUAYANG TECH. 'A',CN:THS,10/31/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Huayang Technology 'A'
SHANDONG JINJIANG SCI.& CH.'A',CN:SJS,8/15/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Jinjiang Science and Chuo 'A'
SHANDONG LUKANG 'A',CN:SLU,2/26/1997,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Lukang 'A'
SHANDONG SHIDA SHENGHUA CHM.GP.'A',CN:IDA,5/29/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Shida Shenghua Chemical Group 'A'
SHANDONG TYAN HOME 'A',CN:JDS,1/3/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Tyan Home 'A'
SHANGHAI BAOSTEEL PACK. 'A',CN:BAP,6/11/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Baosteel Packaging 'A'
SHANGHAI BELLING 'A',CN:SBC,9/24/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Belling 'A'
SHANGHAI CHINAFORTUNE 'A',CN:SJL,12/2/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Chinafortune 'A'
SHANGHAI CHUANGLI GP.'A',CN:CLG,3/20/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Chuangli Group 'A'
SHANGHAI DIESEL ENN.'A',CN:SHD,3/11/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Diesel Engine 'A'
SHANGHAI DRAGON 'A',CN:SDH,2/9/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Dragon 'A'
SHANGHAI GUANGDIAN ELEC. GP.'A',CN:KIA,2/1/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Guangdian Electric Group 'A'
SHANGHAI HAIBO 'A',CN:DON,6/6/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Haibo 'A'
SHANGHAI JIAO YUN GROUP 'A',CN:STR,9/28/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jiao Yun Group 'A'
SHANGHAI JIELONG IND.GP. 'A',CN:SJP,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jielong Industry Group 'A'
SHANGHAI JOIN BUY 'A',CN:SN9,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Join Buy 'A'
SHANGHAI LANSHENG 'A',CN:SLA,2/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Lansheng 'A'
SHANGHAI MALING AQUARIUS 'A',CN:SML,7/4/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Maling Aquarius 'A'
SHANGHAI NEW WORLD 'A',CN:SNW,1/19/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai New World 'A'
SHANGHAI NINE DGN.TSM. 'A',CN:SIM,3/28/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Nine Dragon Tourism 'A'
SHANGHAI RUNDA MED.TECH. A',CN:SRM,5/27/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Runda Medical Technology a'
SHANGHAI SHENHUA HDG.'A',CN:SSI,1/8/1991,25Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shenhua Holdings 'A'
SHANGHAI SHENQI PHARM. INV.MAN.'A',CN:SYP,8/20/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shenqi Pharmaceutical Investment Management 'A'
SHANGHAI SHYNDEC PHARM. 'A',CN:SNG,6/16/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shyndec Pharmaceutical 'A'
SHANGHAI TIANCHEN 'A',CN:SLC,11/17/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Tianchen 'A'
SHANGHAI WANYE ENTS. 'A',CN:SZI,4/7/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Wanye Enterprises 'A'
SHANGHAI XIN NANYANG 'A',CN:SNI,6/14/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai XIN Nanyang 'A'
SHANGHAI XINHUA MEDIA 'A',CN:SFI,2/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Xinhua Media 'A'
SHANGHAI ZHONGJI INV. HOLDING 'A',CN:SHT,3/4/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Zhongji Investment Holding 'A'
SHANGHAI ZHONGYIDA 'A',CN:TEX,8/5/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Zhongyida 'A'
SHANXI COAL INTL.EN.GP. 'A',CN:CPJ,7/31/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanxi Coal International Energy Group 'A'
SHANXI CON.MCH. 'A',CN:SII,7/7/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanxi Construction Machinery 'A'
SHANXI LANHUA SCI-TECH VENTURE 'A',CN:SXM,12/17/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanxi Lanhua SCI-Technology Venture 'A'
SHENGHE RESOURCES HDG. 'A',CN:TLT,5/29/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenghe Resources Holdings 'A'
SHENYANG JINSHAN EN. 'A',CN:SYJ,3/28/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenyang Jinshan Energy 'A'
SHENZHEN ELLASSAY FASH. 'A',CN:SZL,4/22/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenzhen Ellassay Fashion 'A'
SHENZHEN GONGJIN ELTN. 'A',CN:GJE,2/25/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenzhen Gongjin Electronics 'A'
SHENZHEN HEUNGKONG HLDG. 'A',CN:SLE,6/9/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenzhen Heungkong Holding 'A'
SHINVA MED.INSTM. 'A',CN:MAR,9/27/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shinva Medical Instrument 'A'
SHUANGLIANG ECO-ENERGY SYS.'A',CN:JSA,4/22/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shuangliang Eco-Energy Systems 'A'
SICHUAN GLDN.SMT.(GP.) JOINT-STOCK 'A',CN:SGC,10/8/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Golden Summit (Group) Joint-Stock 'A'
SICHUAN GUODONG CON. 'A',CN:SCG,5/24/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Guodong Construction 'A'
SICHUAN SWELLFUN 'A',CN:SNP,12/6/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Swellfun 'A'
SICHUAN TUOPAI SHEDE WINE 'A',CN:SIH,5/24/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Tuopai Shede Wine 'A'
SILVERY DGN.PRESTRESSED MATS.'A',CN:TSD,2/27/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Silvery Dragon Prestressed Materials 'A'
SINOMA ENERGY CVT.'A',CN:SEY,7/31/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinoma Energy Conservation 'A'
SINOMACH AUTOMOBILE 'A',CN:CCI,3/5/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinomach Automobile 'A'
SUNDY LD.INVESTMENT 'A',CN:TJI,5/19/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sundy Land Investment 'A'
SUZHOU DOUSON DRL.&. PRDN.EQU.'A',CN:DPE,12/10/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Suzhou Douson Drilling and Production Equipment 'A'
