,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
107,CH,280998,SHG,051,CH,@:@517,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,TELEQCH,CNE0000013F4,P,CH600130,CN:NBC,NINGBO BIRD 'A',6264190,280998,EQ
108,CH,675310,SHG,051,CH,@:@369,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,NA,CNE000000VJ3,P,CH600131,CN:SMR,SICHUAN MINJIANG 'A',6107853,675310,EQ
109,CH,871377,SHG,051,CH,@:@281,BREWS,067,Brewers,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,BREWSCH,CNE000000TL3,P,CH600132,CN:CBR,CHONGQING BREW.'A',6080794,871377,EQ
110,CH,675077,SHG,051,CH,@:@837,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000V71,P,CH600133,CN:WEL,WUHAN ET.LK.HI.TECH.GP. 'A',6104166,675077,EQ
111,CH,675040,SHG,051,CH,@:@254,RECPR,155,Recreational Products,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE000000V63,P,CH600135,CN:LFC,LUCKY FILM 'A',6097523,675040,EQ
112,CH,675145,SHG,051,CH,@:@02O,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000VC8,P,CH600136,CN:WDA,WUHAN DOUBLE 'A',6104791,675145,EQ
113,CH,675351,SHG,051,CH,@:@275,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000VX4,P,CH600137,CN:SPP,SICHUAN LANGSHA HOLDING 'A',6112147,675351,EQ
114,CH,878877,SHG,051,CH,@:@182,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE000000V14,P,CH600138,CN:CTT,CHINA CYTS TOURS HLDG. 'A',6088055,878877,EQ
115,CH,675134,SHG,051,CH,@:@367,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE000000VD6,P,CH600139,CN:DFE,SICHUAN WSTN.RES.HLDG. 'A',6106032,675134,EQ
116,CH,691590,SHG,051,CH,@:@882,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000ZC9,P,CH600141,CN:HXC,HUBEI XINGFA CHEMS.'A',6156048,691590,EQ
117,CH,29118K,SHG,051,CH,@:@31R,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001JP3,P,CH600143,CN:GUK,KINGFA SCI.& TECH.'A',B01KBB6,29118K,EQ
118,CH,691784,SHG,051,CH,@:@664,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE0000010F0,P,CH600145,CN:CQQ,XINJIANG YILU WANYUAN INDL.IHDG.'A',6169477,691784,EQ
119,CH,691632,SHG,051,CH,@:@709,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000ZL0,P,CH600146,CN:NXU,SHANGYING GLOBAL 'A',6162056,691632,EQ
120,CH,675428,SHG,051,CH,@:@441,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000VY2,P,CH600148,CN:CYC,CHANGCHUN YIDONG CLUTCH 'A',6112073,675428,EQ
121,CH,691837,SHG,051,CH,@:@864,RLSRV,167,Real Estate Services,TOTMKCA,RLESTCH,RLISVCH,CHSASHR,NA,CNE0000010G8,P,CH600149,CN:XMR,LANGFANG DEVELOPMENT 'A',6169778,691837,EQ
122,CH,675429,SHG,051,CH,@:@08R,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000000W05,P,CH600150,CN:HUM,CHINA CSSC HDG.'A',6112910,675429,EQ
123,CH,675485,SHG,051,CH,@:@155,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000W96,P,CH600151,CN:SAA,SHAI.AEROS.AUTOS.ELEC. 'A',6119267,675485,EQ
124,CH,675490,SHG,051,CH,@:@447,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000WK9,P,CH600152,CN:NDG,NINGBO VEKEN ELITE GP. 'A',6117119,675490,EQ
125,CH,675511,SHG,051,CH,@:@920,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000WL7,P,CH600153,CN:XJI,XIAMEN C & D 'A' SUSP - 29/06/15,6116956,675511,EQ
126,CH,675669,SHG,051,CH,@:@08T,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000X53,P,CH600155,CN:HBC,HEBEI BAOSHUO 'A',6121659,675669,EQ
127,CH,675445,SHG,051,CH,@:@07A,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000W39,P,CH600156,CN:HHY,HUNAN HUASHENG 'A',6113593,675445,EQ
128,CH,675419,SHG,051,CH,@:@02M,OILEP,050,Exploration & Prod.,TOTMKCA,OILGSCH,OILGPCH,CHSASHR,OILEPCH,CNE000000WD4,P,CH600157,CN:TAL,WINTIME ENERGY 'A',6116008,675419,EQ
129,CH,675298,SHG,051,CH,@:@06O,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000VF1,P,CH600158,CN:CPI,CHINA SPORTS IND.GP. 'A',6105493,675298,EQ
130,CH,675444,SHG,051,CH,@:@406,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000W21,P,CH600159,CN:IMN,BEIJING DALONG WEIYE RLST.DEV.'A',6112909,675444,EQ
131,CH,675551,SHG,051,CH,@:@374,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000WQ6,P,CH600160,CN:ZJU,ZHEJIANG JUHUA 'A',6118383,675551,EQ
132,CH,675512,SHG,051,CH,@:@265,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,NA,CNE000000WF9,P,CH600161,CN:BTB,BEIJING TIANTAN BIOLOGICAL PRDS.'A',6116666,675512,EQ
133,CH,675491,SHG,051,CH,@:@324,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000WG7,P,CH600162,CN:SLE,SHENZHEN HEUNGKONG HLDG. 'A',6116042,675491,EQ
134,CH,675475,SHG,051,CH,@:@497,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE000000W62,P,CH600163,CN:FNC,ZHONGMIN ENERGY 'A',6114905,675475,EQ
135,CH,675467,SHG,051,CH,@:@312,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE000000W47,P,CH600165,CN:NHS,NINGXIA XINRI HENGLI STL.WIRE 'A',6113601,675467,EQ
136,CH,675476,SHG,051,CH,@:@03Z,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE000000WC6,P,CH600166,CN:BAF,BEIQI FOTON MOTOR 'A',6115522,675476,EQ
137,CH,691029,SHG,051,CH,@:@128,MTUTL,091,Multiutilities,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE000000Y94,P,CH600167,CN:SDW,LUENMEI HOLDING 'A' SUSP - SUSP.01/04/16,6140308,691029,EQ
138,CH,675389,SHG,051,CH,@:@493,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE000000VR6,P,CH600168,CN:WSI,WUHAN SANZHEN IND.HLDG. 'A',6110226,675389,EQ
139,CH,675659,SHG,051,CH,@:@07L,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000000X12,P,CH600169,CN:THI,TAIYUAN HVY.IND.'A',6121046,675659,EQ
140,CH,675531,SHG,051,CH,@:@309,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE000000WR4,P,CH600170,CN:SAO,SHANGHAI CON.GROUP 'A',6117874,675531,EQ
141,CH,675680,SHG,051,CH,@:@1SB,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,NA,CNE000000XB6,P,CH600171,CN:SBC,SHANGHAI BELLING 'A',6126944,675680,EQ
142,CH,675807,SHG,051,CH,@:@407,DIAMD,089,Diamonds & Gemstones,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,NA,CNE000000XT8,P,CH600172,CN:HHX,HENAN HUANGHE WHIRLWIND 'A',6132510,675807,EQ
143,CH,691414,SHG,051,CH,@:@865,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000YR0,P,CH600173,CN:MUC,WOLONG RLST.GP.'A',6148692,691414,EQ
144,CH,691405,SHG,051,CH,@:@135,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000YT6,P,CH600175,CN:HAB,MEIDU ENERGY 'A',6148896,691405,EQ
145,CH,691440,SHG,051,CH,@:@989,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000000YM1,P,CH600176,CN:CCB,CHINA JUSHI 'A',6146845,691440,EQ
146,CH,675792,SHG,051,CH,@:@09W,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000XR2,P,CH600177,CN:YOG,YOUNGOR GROUP 'A',6131012,675792,EQ
147,CH,675711,SHG,051,CH,@:@05Z,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000XJ9,P,CH600178,CN:HDA,HARBIN DONGAN AUTO ENN. 'A',6128519,675711,EQ
148,CH,675757,SHG,051,CH,@:@468,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000000XN1,P,CH600179,CN:HHC,HEILONGJIANG HUA 'A',6129095,675757,EQ
149,CH,675564,SHG,051,CH,@:@382,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000WT0,P,CH600180,CN:SJE,CCS SUPPLY CHAIN MAN.'A',6119353,675564,EQ
150,CH,691491,SHG,051,CH,@:@946,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,NA,CNE000000Z10,P,CH600182,CN:HUT,GITI TIRE 'A' SUSP - SUSP.05/04/16,6151430,691491,EQ
151,CH,675737,SHG,051,CH,@:@G83,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000000XL5,P,CH600183,CN:DSC,SHENGYI TECHNOLOGY 'A',6128779,675737,EQ
152,CH,27957K,SHG,051,CH,@:@70Z,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000001G61,P,CH600184,CN:HBH,NORTH ELECTRO-OPTIC 'A',6709806,27957K,EQ
153,CH,691573,SHG,051,CH,@:@980,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000ZF2,P,CH600185,CN:XSM,GREE REAL ESTATE 'A',6157999,691573,EQ
154,CH,675641,SHG,051,CH,@:@02E,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000WY0,P,CH600186,CN:HNL,HENAN LOTUS GMT.POWDER 'A',6119988,675641,EQ
155,CH,675765,SHG,051,CH,@:@486,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE000000XQ4,P,CH600187,CN:HBD,HEILONGJIANG INTERCHINA WT.TREAT.'A',6129664,675765,EQ
156,CH,675558,SHG,051,CH,@:@9YA,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000000WV6,P,CH600188,CN:YCM,YANZHOU COAL MINING 'A',6119289,675558,EQ
157,CH,675695,SHG,051,CH,@:@702,FORST,038,Forestry,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE000000XG5,P,CH600189,CN:JFI,JILIN FOREST IND. 'A',6128100,675695,EQ
158,CH,691571,SHG,051,CH,@:@5JNM1,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE000000Z85,P,CH600190,CN:JHC,JINZHOU PORT 'A',6154785,691571,EQ
159,CH,675847,SHG,051,CH,@:@442,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000XY8,P,CH600191,CN:BAU,BAOTOU HUAZI INDL. 'A',6133869,675847,EQ
160,CH,675914,SHG,051,CH,@:@09E,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE000000Y29,P,CH600192,CN:LHU,LANZHOU GT.WALL ELECT. 'A',6136211,675914,EQ
161,CH,691543,SHG,051,CH,@:@579,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE000000YZ3,P,CH600193,CN:XDD,SHANGHAI PROSOLAR RES. DEV.'A',6152068,691543,EQ
162,CH,675959,SHG,051,CH,@:@216,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000Y03,P,CH600195,CN:CHU,CHINA ANM.HUSBANDRY IND. 'A',6135207,675959,EQ
163,CH,675619,SHG,051,CH,@:@01V,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000X38,P,CH600196,CN:FOI,SHAI.FOSUN PHARM.(GROUP) 'A',6121187,675619,EQ
164,CH,691761,SHG,051,CH,@:@810,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE0000010C7,P,CH600197,CN:XYI,XINJIANG YILITE IND. 'A',6168935,691761,EQ
165,CH,675717,SHG,051,CH,@:@D98,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,TELEQCH,CNE000000X87,P,CH600198,CN:DTE,DATANG TELECOM 'A',6126449,675717,EQ
166,CH,675627,SHG,051,CH,@:@01W,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE000000X61,P,CH600199,CN:AGC,ANHUI GLDN.SEED WINERY 'A',6122157,675627,EQ
167,CH,691361,SHG,051,CH,@:@746,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000000YP4,P,CH600200,CN:JWI,JIANGSU WUZHONG INDL.'A',6147473,691361,EQ
168,CH,675992,SHG,051,CH,@:@437,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,NA,CNE000000Y37,P,CH600201,CN:IMJ,INNER MONGOLIA JINYU 'A',6136716,675992,EQ
169,CH,691558,SHG,051,CH,@:@874,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000000Z69,P,CH600202,CN:HCO,HARBIN AIR CONDITIONING 'A',6153577,691558,EQ
170,CH,691509,SHG,051,CH,@:@992,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000000Z36,P,CH600203,CN:FFE,FUJIAN FURI ELTN. 'A',6152422,691509,EQ
171,CH,691281,SHG,051,CH,@:@251,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,NA,CNE000000YF5,P,CH600206,CN:GRN,GRINM ADVD.MATS.'A',6141981,691281,EQ
172,CH,691644,SHG,051,CH,@:@819,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000000ZQ9,P,CH600207,CN:HEC,HENAN ANCAI HI-TECH 'A',6164524,691644,EQ
173,CH,691604,SHG,051,CH,@:@132,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000000ZH8,P,CH600208,CN:SDI,XINHU ZHONGBAO 'A',6158594,691604,EQ
174,CH,691301,SHG,051,CH,@:@957,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE000000YK5,P,CH600209,CN:HLT,LAWTON DEVELOPMENT 'A' SUSP - SUSP.24/02/16,6143222,691301,EQ
175,CH,691718,SHG,051,CH,@:@723,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHSASHR,CONPKCH,CNE000001055,P,CH600210,CN:SZJ,SHAI.ZIJIANG ENTS.GROUP 'A',6166832,691718,EQ
176,CH,691654,SHG,051,CH,@:@905,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000000ZW7,P,CH600211,CN:XRP,TIBET RHDPHAR.HLDG. 'A',6164320,691654,EQ
177,CH,691710,SHG,051,CH,@:@872,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000001014,P,CH600212,CN:SJQ,SHANDONG JIANGQUAN IND. 'A',6167170,691710,EQ
178,CH,691734,SHG,051,CH,@:@268,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE000001071,P,CH600213,CN:YYX,YANGZHOU YAMOCO. 'A',6175418,691734,EQ
179,CH,691750,SHG,051,CH,@:@719,MTUTL,091,Multiutilities,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE0000010B9,P,CH600215,CN:CEC,CHANGCHUNJINGKAI (GROUP) 'A',6168292,691750,EQ
180,CH,691858,SHG,051,CH,@:@884,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000010J2,P,CH600216,CN:ZMC,ZHEJIANG MEDICINE 'A',6171159,691858,EQ
181,CH,280095,SHG,051,CH,@:@566,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000001113,P,CH600217,CN:SQC,SHAANXI QINLIING CEMENT (GROUP) 'A',6175474,280095,EQ
182,CH,675823,SHG,051,CH,@:@04O,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000000XW2,P,CH600218,CN:AQE,ANHUI QUANCHAI ENGINE 'A',6133171,675823,EQ
183,CH,280129,SHG,051,CH,@:@777,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,ALUMNCH,CNE000001139,P,CH600219,CN:SGT,SHANDONG NANSHAN ALMN. 'A',6203375,280129,EQ
184,CH,691791,SHG,051,CH,@:@976,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000010V7,P,CH600220,CN:JSU,JIANGSU SUNSHINE 'A',6172873,691791,EQ
185,CH,691979,SHG,051,CH,@:@9HQM1,AIRLN,129,Airlines,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,AIRLNCH,CNE0000011C5,P,CH600221,CN:HAS,HAINAN AIRLINES 'A',6180809,691979,EQ
186,CH,691894,SHG,051,CH,@:@815,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000010L8,P,CH600222,CN:HZZ,HENAN TALOPH PHARM.STK. 'A',6171052,691894,EQ
187,CH,280180,SHG,051,CH,@:@794,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001147,P,CH600223,CN:SZW,LUSHANG PROPERTY 'A',6206631,280180,EQ
188,CH,280213,SHG,051,CH,@:@750,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000011F8,P,CH600225,CN:FTL,TIANJIN SONGJIANG 'A',6182311,280213,EQ
189,CH,691931,SHG,051,CH,@:@870,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE0000010Q7,P,CH600226,CN:ZBC,ZHEJIANG SHENGHUA BIOK BGY.'A',6172248,691931,EQ
190,CH,280260,SHG,051,CH,@:@727,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE0000011Q5,P,CH600227,CN:GCC,GUIZHOU CHITIANHUA 'A',6202446,280260,EQ
191,CH,676000,SHG,051,CH,@:@314,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000000Y78,P,CH600228,CN:JCJ,JIANGXI CHANGJIU BIOCH. IND. 'A',6139577,676000,EQ
192,CH,280307,SHG,051,CH,@:@951,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE0000011W3,P,CH600229,CN:QSA,QINGDAO SODA ASH INDL. 'A',6222325,280307,EQ
193,CH,280392,SHG,051,CH,@:@765,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001204,P,CH600230,CN:HCD,HEBEI CANGZHOU DAHUA 'A',6223447,280392,EQ
194,CH,280492,SHG,051,CH,@:@869,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE000001279,P,CH600231,CN:IAS,LINGYUAN IRON & STEEL 'A',6246273,280492,EQ
195,CH,280899,SHG,051,CH,@:@993,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000012B5,P,CH600232,CN:ZGC,ZHEJIANG GLDN.EAGLE 'A',6246303,280899,EQ
196,CH,280906,SHG,051,CH,@:@921,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000012J8,P,CH600233,CN:DAD,DALIAN DAYANG TRANDS 'A' SUSP - SUSP.04/01/16,6241483,280906,EQ
197,CH,280938,SHG,051,CH,@:@999,CNELE,075,Consumer Electronics,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE0000012P5,P,CH600234,CN:TTG,GUANGHE LND.CUL.COMM. SHANXI 'A',6261931,280938,EQ
198,CH,280937,SHG,051,CH,@:@755,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE0000012T7,P,CH600235,CN:MSP,MINFENG SPECIAL PAPER CO 'A',6246972,280937,EQ
199,CH,280348,SHG,051,CH,@:@911,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,NA,CNE0000011Y9,P,CH600236,CN:GUX,GUANGXI GUIGUAN ELEC. PWR.'A',6221753,280348,EQ
200,CH,280910,SHG,051,CH,@:@733,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000012W1,P,CH600237,CN:ATE,ANHUI TONGFENG ELEC. 'A',6246842,280910,EQ
201,CH,280200,SHG,051,CH,@:@751,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE000001170,P,CH600238,CN:HYD,HAI NAN YEDAO (GP.) 'A',6177920,280200,EQ
202,CH,691996,SHG,051,CH,@:@941,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000010X3,P,CH600239,CN:YHG,YUNNAN MET.RLST.DEV.'A',6173393,691996,EQ
203,CH,280972,SHG,051,CH,@:@704,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001345,P,CH600240,CN:IMS,BEIJING HOMYEAR RLST.'A',6258148,280972,EQ
204,CH,289828,SHG,051,CH,@:@577,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000015L7,P,CH600241,CN:LTG,LIAONING SHIDAI WANHENG 'A',6298898,289828,EQ
205,CH,255648,SHG,051,CH,@:@660,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000015T0,P,CH600242,CN:GGH,ZHONGCHANG MARINE 'A',6308883,255648,EQ
206,CH,288513,SHG,051,CH,@:@578,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE0000015J1,P,CH600243,CN:QHI,QINGHAI HUADING IND. 'A',6297594,288513,EQ
207,CH,265200,SHG,051,CH,@:@670,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000014S5,P,CH600246,CN:BPF,BEIJING VANTONE RLST. 'A',6287432,265200,EQ
208,CH,289553,SHG,051,CH,@:@904,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE0000015G7,P,CH600247,CN:JWG,JILIN CHENGCHENG GP.'A',6296364,289553,EQ
209,CH,280958,SHG,051,CH,@:@918,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE000001329,P,CH600248,CN:YQS,SHAANXI YANCHANG PTL. CHM.ENG 'A',6248611,280958,EQ
210,CH,28413M,SHG,051,CH,@:@H5I,PRSNL,048,Personal Products,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,NA,CNE000001GK0,P,CH600249,CN:LLZ,LIUZHOU LIANGMIANZHEN 'A',6730862,28413M,EQ
211,CH,256965,SHG,051,CH,@:@831,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000017C2,P,CH600250,CN:NJT,NANJING TEXT. IMP&EXP 'A',6335449,256965,EQ
212,CH,27106M,SHG,051,CH,@:@65M,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000001F13,P,CH600251,CN:XGF,XINJIANG GUANNONG FRUIT & ANTLER (GP.) 'A',6623735,27106M,EQ
213,CH,289830,SHG,051,CH,@:@714,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000015F9,P,CH600252,CN:GWZ,GUANGXI WUZHOU ZHONGHENG 'A',6295963,289830,EQ
214,CH,289555,SHG,051,CH,@:@998,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE0000015D4,P,CH600255,CN:AXN,ANHUI XINKE NEW MATERIAL 'A',6294733,289555,EQ
