,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
427,CH,280179,SHE,051,CH,@:@812,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE000001188,P,CH000957,CN:ZSC,ZHONGTONG BUS & HLDG.'A',6185718,280179,EQ
428,CH,280128,SHE,051,CH,@:@830,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,CNVELCH,CNE000001154,P,CH000958,CN:SJD,SHIJIAZHUANG DONGFANG 'A',6175537,280128,EQ
429,CH,280094,SHE,051,CH,@:@959,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,STEELCH,CNE000001196,P,CH000959,CN:BSC,BEIJING SHOUGANG 'A',6242390,280094,EQ
430,CH,280262,SHE,051,CH,@:@961,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,NOFMSCH,CNE0000011D3,P,CH000960,CN:YTN,YUNNAN TIN 'A',6183251,280262,EQ
431,CH,280289,SHE,051,CH,@:@926,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE0000011P7,P,CH000961,CN:DJC,JIANGSU ZHONGNAN CON.'A',6201595,280289,EQ
432,CH,280201,SHE,051,CH,@:@924,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,NOFMSCH,CNE0000011N2,P,CH000962,CN:OTT,NINGXIA ORIENT TANTALUM 'A',6198589,280201,EQ
433,CH,280212,SHE,051,CH,@:@949,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000011S1,P,CH000963,CN:HMO,HUADONG MEDICINE 'A',6203245,280212,EQ
434,CH,280391,SHE,051,CH,@:@602,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000001212,P,CH000965,CN:TCC,TIANJIN TIANBAO INFR.'A',6223618,280391,EQ
435,CH,280324,SHE,051,CH,@:@H96,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,CNVELCH,CNE0000011X1,P,CH000966,CN:HCE,GUODIAN CHANGYUAN ELEC. PWR. 'A',6214827,280324,EQ
436,CH,280370,SHE,051,CH,@:@605,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE0000011Z6,P,CH000967,CN:ZSI,ZHEJIANG SHANGFENG INDL. HDG.'A',6222574,280370,EQ
437,CH,280960,SHE,051,CH,@:@573,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHZASHR,COALMCH,CNE0000012V3,P,CH000968,CN:SSX,TAIYUAN COAL GASIFICATION 'A',6247889,280960,EQ
438,CH,280878,SHE,051,CH,@:@542,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,NOFMSCH,CNE0000012X9,P,CH000969,CN:ATC,ADVD.TECH.& MATS. 'A',6248246,280878,EQ
439,CH,280429,SHE,051,CH,@:@711,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001261,P,CH000970,CN:BZS,BEIJING ZHONG KE SAN HUAN HITH.'A',6242442,280429,EQ
440,CH,280447,SHE,051,CH,@:@197,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001287,P,CH000971,CN:HMZ,GOSUN HOLDING 'A',6242646,280447,EQ
441,CH,297032,SHE,051,CH,@:@609,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE0000012C3,P,CH000972,CN:XIC,XINJIANG CHALKIS 'A',6246370,297032,EQ
442,CH,280868,SHE,051,CH,@:@575,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE0000012F6,P,CH000973,CN:FPG,FSPG HI-TECH 'A',6242635,280868,EQ
443,CH,280907,SHE,051,CH,@:@821,HOTEL,080,Hotels,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,HOTELCH,CNE0000012L4,P,CH000975,CN:CWE,SCIENCE CTY.DEV.PUB.'A',6240662,280907,EQ
444,CH,280896,SHE,051,CH,@:@835,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE0000012S9,P,CH000976,CN:GKC,GUANGDONG KAIPING 'A',6248622,280896,EQ
445,CH,280909,SHE,051,CH,@:@718,COMPH,034,Computer Hardware,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,COMPHCH,CNE0000012M2,P,CH000977,CN:LEI,INSPUR ELT.INFO.IND.'A',6247726,280909,EQ
446,CH,280852,SHE,051,CH,@:@560,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,TRAVLCH,CNE0000012H2,P,CH000978,CN:GTC,GUILIN TOURISM 'A',6248172,280852,EQ
447,CH,280945,SHE,051,CH,@:@567,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000012Y7,P,CH000979,CN:AKA,ZHONGHONG HOLDING 'A',6246820,280945,EQ
448,CH,280944,SHE,051,CH,@:@570,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000001337,P,CH000980,CN:HJC,HUANGSHAN JINMA 'A' SUSP - SUSP.29/09/15,6248398,280944,EQ
449,CH,280959,SHE,051,CH,@:@621,COMPH,034,Computer Hardware,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,COMPHCH,CNE000001352,P,CH000981,CN:GLS,YINYI REAL ESTATE 'A',6259185,280959,EQ
450,CH,280999,SHE,051,CH,@:@929,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE0000013C1,P,CH000982,CN:NSE,NINGXIA ZHGCHME.'A' SUSP - SUSP.04/03/16,6264231,280999,EQ
451,CH,297116,SHE,051,CH,@:@582,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHZASHR,COALMCH,CNE0000013Y5,P,CH000983,CN:SXZ,SHANXI XISHAN C&ELY.PWR. 'A',6281519,297116,EQ
452,CH,297126,SHE,051,CH,@:@559,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001402,P,CH000985,CN:DHG,DAQING HUAKE 'A',6277949,297126,EQ
453,CH,297082,SHE,051,CH,@:@936,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE0000013M0,P,CH000987,CN:GFC,GUANGZHOU FRIENDSHIP GP. 'A',6270089,297082,EQ
454,CH,280908,SHE,051,CH,@:@942,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000001303,P,CH000988,CN:HUG,HUAGONG TECH. 'A',6248008,280908,EQ
455,CH,280973,SHE,051,CH,@:@627,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000001394,P,CH000989,CN:HUJ,JIUZHITANG 'A',6261599,280973,EQ
456,CH,280997,SHE,051,CH,@:@738,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000013G2,P,CH000990,CN:CCL,CHENGZHI 'A' SUSP - SUSP.15/03/16,6267467,280997,EQ
457,CH,299042,SHE,051,CH,@:@595,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,NA,CNE000001469,P,CH000993,CN:FME,FUJIAN MINDONG ELEC.PWR. 'A',6270595,299042,EQ
458,CH,299487,SHE,051,CH,@:@610,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHZASHR,DISTVCH,CNE000001477,P,CH000995,CN:GHW,GANSU HUANGTAI WINE MKTG.IND.'A',6275761,299487,EQ
459,CH,297083,SHE,051,CH,@:@661,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE0000013R9,P,CH000996,CN:HAE,CHINA CIFCO INVESTMENT 'A',6276946,297083,EQ
460,CH,299486,SHE,051,CH,@:@FN9,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE0000014B1,P,CH000997,CN:PNC,FUJIAN NEWLAND COMPUTER 'A',6275727,299486,EQ
461,CH,255798,SHE,051,CH,@:@935,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE000001360,P,CH000998,CN:YLP,YUANLONGPING AGRI. 'A',6254339,255798,EQ
462,CH,280306,SHE,051,CH,@:@994,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000011K8,P,CH000999,CN:SMP,CHINA RES.SANJIU MED.& PHARM.'A',6187446,280306,EQ
463,CH,887955,SHE,051,CH,@:@307,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000000107,P,CH001696,CN:CNL,CHONGQING ZONGSHEN PWR. MACHINERY 'A',6199849,887955,EQ
464,CH,675036,SHE,051,CH,@:@329,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,CNVELCH,CNE000000TZ3,P,CH001896,CN:HEA,HENAN YUNENG HDG.'A',6086305,675036,EQ
465,CH,8766C3,SHE,051,CH,@:@2751,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,NA,P,CH001979,CN:MSI,CHINA MRCH.SHEKOU INDL. ZONE 'A',BYY36X7,8766C3,EQ
466,CH,29117X,SHE,051,CH,@:@30R,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE000001J84,P,CH002001,CN:ZJN,ZHEJIANG NHU 'A',B01KBG1,29117X,EQ
467,CH,29118C,SHE,051,CH,@:@29R,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001JF4,P,CH002002,CN:JQH,HONGDA XINGYE 'A',B01KBC7,29118C,EQ
468,CH,29118D,SHE,051,CH,@:@28R,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001JH0,P,CH002003,CN:ZWI,ZHEJIANG WEIXING INDL. DEV. 'A',B01KBH2,29118D,EQ
469,CH,29118E,SHE,051,CH,@:@M90,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000001JJ6,P,CH002004,CN:CNQ,HUAPONT-NUTRICHEM 'A',B01KB83,29118E,EQ
470,CH,29118H,SHE,051,CH,@:@99M,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000001JK4,P,CH002005,CN:ETI,ELEC-TECH INTL. 'A',B01KB94,29118H,EQ
471,CH,29118J,SHE,051,CH,@:@99W,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001JL2,P,CH002006,CN:ZJS,ZHEJIANG JINGGONG SCI.& TECH.'A',B01KBF0,29118J,EQ
472,CH,29125K,SHE,051,CH,@:@M70,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE000001JN8,P,CH002007,CN:HEE,HUALAN BIOLOGICAL ENGR. 'A',B01KM02,29125K,EQ
473,CH,29125L,SHE,051,CH,@:@M98,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000001JQ1,P,CH002008,CN:HLA,HAN'S LASER TECH. 'A',B01KLZ0,29125L,EQ
474,CH,29137M,SHE,051,CH,@:@27R,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001JR9,P,CH002009,CN:JML,MIRACLE AUTOMATION ENGR. 'A',B01P0H0,29137M,EQ
475,CH,29137N,SHE,051,CH,@:@99V,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001JS7,P,CH002010,CN:ZTC,ZHEJIANG TRANSFAR 'A',B01NVB5,29137N,EQ
476,CH,29155D,SHE,051,CH,@:@97V,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001JT5,P,CH002011,CN:ZAN,ZHEJIANG DUN'AN ARTIFICIAL ENV.'A',B01QZP6,29155D,EQ
477,CH,29155H,SHE,051,CH,@:@95V,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHZASHR,NA,CNE000001JW9,P,CH002012,CN:ZKA,ZHEJIANG KAN SPECIALTIES MATERIAL 'A',B01R344,29155H,EQ
478,CH,29155J,SHE,051,CH,@:@0Z2,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000001JY5,P,CH002013,CN:HII,AVIC ERML.SYSTEMS 'A',B01QZN4,29155J,EQ
479,CH,29169T,SHE,051,CH,@:@0Z5,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,CONPKCH,CNE000001JZ2,P,CH002014,CN:HNG,HUANGSHAN NOVEL 'A',B01RWP8,29169T,EQ
480,CH,29169U,SHE,051,CH,@:@0Z6,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001K08,P,CH002015,CN:XAA,XIAKE COLOR SPINNING 'A',B01RWQ9,29169U,EQ
481,CH,29170C,SHE,051,CH,@:@0Z7,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000001K16,P,CH002016,CN:GGG,GUANGDONG SHIRONGZHAOYE 'A',B01RWM5,29170C,EQ
482,CH,29188V,SHE,051,CH,@:@94V,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000001K32,P,CH002017,CN:ZAU,EASTCOMPEACE TECHNOLOGY 'A',B01TJ31,29188V,EQ
483,CH,29188X,SHE,051,CH,@:@93V,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001K57,P,CH002018,CN:ANN,CEFC ANHUI INTL.HLDG.'A' SUSP - 15/06/15,B01TJ19,29188X,EQ
484,CH,29189D,SHE,051,CH,@:@31K,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001K65,P,CH002019,CN:ZIJ,YIFAN XINFU PHARM.'A',B01TJ20,29189D,EQ
485,CH,29207L,SHE,051,CH,@:@0GX,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000001K73,P,CH002020,CN:IHG,ZHEJIANG JINGXIN PHARM. 'A',B01V9S2,29207L,EQ
486,CH,29207Q,SHE,051,CH,@:@0Z9,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001K81,P,CH002021,CN:ZOJ,ZOJE RESOURCES INV.'A',B01V9T3,29207Q,EQ
487,CH,29240L,SHE,051,CH,@:@1Z2,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE000001KC9,P,CH002022,CN:SKB,SHANGHAI KEHUA BIO ENGR. 'A',B01Y2Z9,29240L,EQ
488,CH,29240P,SHE,051,CH,@:@1Z3,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHZASHR,TRNSVCH,CNE000001KD7,P,CH002023,CN:HHH,SICHUAN HAITE HIGH TECH. 'A',B01Y301,29240P,EQ
489,CH,29240Q,SHE,051,CH,@:@1Z4,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE000001KF2,P,CH002024,CN:SIG,SUNING COMMERCE 'A',B01Y312,29240Q,EQ
490,CH,29260P,SHE,051,CH,@:@V8T,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001KG0,P,CH002025,CN:GSA,GUIZHOU SPACE APPLIANCE 'A',B01Z1V1,29260P,EQ
491,CH,29263Q,SHE,051,CH,@:@U4S,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001KH8,P,CH002026,CN:SWM,SHANDONG WEIDA MACHINERY 'A',B01ZX37,29263Q,EQ
492,CH,29292N,SHE,051,CH,@:@GY9,COMPH,034,Computer Hardware,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,COMPHCH,CNE000001KK2,P,CH002027,CN:GNG,HEDY HOLDING 'A',B02FVZ4,29292N,EQ
493,CH,29292R,SHE,051,CH,@:@V2S,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001KM8,P,CH002028,CN:SGH,SIEYUAN ELECTRIC 'A',B02F444,29292R,EQ
494,CH,29297W,SHE,051,CH,@:@FY5,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001KN6,P,CH002029,CN:FIJ,FUJIAN SEPTWOLVES IND. 'A',B02FTR2,29297W,EQ
495,CH,29297X,SHE,051,CH,@:@D6W,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE000001KP1,P,CH002030,CN:DAN,DA AN GENE OF SUN YAT- SEN UVTY.'A',B02FTP0,29297X,EQ
496,CH,29344M,SHE,051,CH,@:@G3Z,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000001KR7,P,CH002031,CN:GRT,GREATOO INTEL.EQU.'A',B02J6C8,29344M,EQ
497,CH,29353V,SHE,051,CH,@:@Z6Y,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000001KS5,P,CH002032,CN:ZCS,ZHEJIANG SUPOR 'A',B02JCS6,29353V,EQ
498,CH,29394J,SHE,051,CH,@:@QW9,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,TRAVLCH,CNE000001KV9,P,CH002033,CN:LYT,LIJIANG YULONG TOURISM 'A',B02L9B4,29394J,EQ
499,CH,29410W,SHE,051,CH,@:@W9V,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001KW7,P,CH002034,CN:ZMP,ZHEJIANG MIZUDA PRINTING & DYEING 'A',B02MFF3,29410W,EQ
500,CH,29444T,SHE,051,CH,@:@LXJ,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000001KY3,P,CH002035,CN:ZVG,VATTI 'A',B02P7R8,29444T,EQ
501,CH,29457M,SHE,051,CH,@:@Z3H,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001L07,P,CH002036,CN:NYT,HEMP INDUSTRIAL INV.'A',B02PYB1,29457M,EQ
502,CH,29481R,SHE,051,CH,@:@K8Q,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001L15,P,CH002037,CN:GJI,GUIZHOU JIULIAN IND. EXPLOSIVE 'A',B02R570,29481R,EQ
503,CH,29492P,SHE,051,CH,@:@W5Z,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE000001L31,P,CH002038,CN:BIJ,BEIJING SL PHARMACEUTICAL 'A',B02RJ67,29492P,EQ
504,CH,30409T,SHE,051,CH,@:@J5T,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,NA,CNE000001LK0,P,CH002039,CN:GQP,GUIZHOU QIANYUAN PWR.'A',B06DVD2,30409T,EQ
505,CH,30710K,SHE,051,CH,@:@G6F,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHZASHR,TRNSVCH,CNE000001LN4,P,CH002040,CN:NPC,NANJING PORT 'A',B06C3T9,30710K,EQ
506,CH,30839C,SHE,051,CH,@:@R8Y,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE000001LQ7,P,CH002041,CN:SDD,SHANDONG DENGHAI SEEDS 'A',B0766G8,30839C,EQ
507,CH,30876P,SHE,051,CH,@:@X9R,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001LR5,P,CH002042,CN:AFT,HUAFU TOP DYED MELANGE YARN 'A',B07VZC2,30876P,EQ
508,CH,30909U,SHE,051,CH,@:@R6L,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE000001LT1,P,CH002043,CN:DTB,DEHUA TB NEW DECORATION MATERIAL 'A',B070ZN0,30909U,EQ
509,CH,30982X,SHE,051,CH,@:@J9Y,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE000001LV7,P,CH002044,CN:JSG,JIANGSU SANYOU GROUP 'A' SUSP - 31/08/15,B0766H9,30982X,EQ
510,CH,31111C,SHE,051,CH,@:@U4R,CNELE,075,Consumer Electronics,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000001LW5,P,CH002045,CN:GEC,GUOGUANG ELECTRIC 'A',B08ZTC1,31111C,EQ
511,CH,31126L,SHE,051,CH,@:@J7R,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001LY1,P,CH002046,CN:LBS,LUOYANG BRG.SCI.& TECH. 'A',B096MZ7,31126L,EQ
512,CH,31143L,SHE,051,CH,@:@E3R,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE000001LZ8,P,CH002047,CN:SUG,SHENZHEN BAUING CON.HGP. 'A',B08R8X1,31143L,EQ
513,CH,31150N,SHE,051,CH,@:@2JN,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000001M06,P,CH002048,CN:NHE,NINGBO HUAXIANG ELT.'A',B09QWR9,31150N,EQ
514,CH,31156W,SHE,051,CH,@:@YNA,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001M14,P,CH002049,CN:TJY,TONGFANG GUOXIN ELTN.'A',B07ZFV3,31156W,EQ
515,CH,31162M,SHE,051,CH,@:@6PO,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000001M22,P,CH002050,CN:ZSA,ZHEJIANG SANHUA 'A',B0838P1,31162M,EQ
516,CH,36096F,SHE,051,CH,@:@VWB,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE000001N13,P,CH002051,CN:CAM,CHINA CAMC ENGINEERING 'A',B15T1T4,36096F,EQ
517,CH,36120D,SHE,051,CH,@:@ZHF,CNELE,075,Consumer Electronics,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000001N21,P,CH002052,CN:SZC,SHENZHEN COSHIP ELTN.'A' SUSP - SUSP.12/01/16,B1685K9,36120D,EQ
518,CH,36123N,SHE,051,CH,@:@YVX,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE000001N39,P,CH002053,CN:YSC,YUNNAN SALT & CHM.IND. 'A',B16CK51,36123N,EQ
519,CH,36222P,SHE,051,CH,@:@6YK,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001N54,P,CH002054,CN:DYC,DYMATIC CHEMICALS 'A',B1643K3,36222P,EQ
520,CH,36241X,SHE,051,CH,@:@6PU,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001N62,P,CH002055,CN:SZD,SHENZHEN DEREN ELT.'A',B19H730,36241X,EQ
521,CH,36239J,SHE,051,CH,@:@6OJ,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001N70,P,CH002056,CN:HDM,HENGDIAN GP.DMEGC MGN. 'A',B18M2M0,36239J,EQ
522,CH,36242C,SHE,051,CH,@:@GH0,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000001N88,P,CH002057,CN:STY,SINOSTEEL ANHUI TIANYUAN TECH. 'A',B17P606,36242C,EQ
523,CH,36242H,SHE,051,CH,@:@SWAC,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000001N96,P,CH002058,CN:SMN,SHANGHAI WELLTECH ATMTN. 'A',B19SY54,36242H,EQ
524,CH,36268D,SHE,051,CH,@:@6PQ,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,TRAVLCH,CNE000001NB5,P,CH002059,CN:KHG,YUNNAN TOURISM 'A',B193WP5,36268D,EQ
525,CH,36280N,SHE,051,CH,@:@VZK,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE000001NC3,P,CH002060,CN:GNH,GUANGDONG NO.2 HYPW. ENGR. 'A',B1BJSJ7,36280N,EQ
526,CH,36284U,SHE,051,CH,@:@QG1,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000001NF6,P,CH002061,CN:ZJC,ZHEJIANG JIANGSHAN CHM. 'A',B1BVDW1,36284U,EQ
527,CH,410043,SHE,051,CH,@:@KVC,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE000001NH2,P,CH002062,CN:HGN,HONGRUN CON.GP. 'A',B19GRK4,410043,EQ
528,CH,41059C,SHE,051,CH,@:@QG2,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE000001NJ8,P,CH002063,CN:GYG,YGSOFT 'A',B19PMC8,41059C,EQ
529,CH,41006T,SHE,051,CH,@:@6AG,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE000001NK6,P,CH002064,CN:ZJH,ZHEJIANG HUAFON SPANDEX 'A',B19HV27,41006T,EQ
530,CH,41018H,SHE,051,CH,@:@YU2,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,CMPSVCH,CNE000001NL4,P,CH002065,CN:DHC,DHC SOFTWARE 'A' SUSP - SUSP.17/03/16,B18TH93,41018H,EQ
