,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
1297,CH,68019T,SHE,051,CH,@:@6ZD,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000H36,P,CH300004,CN:NVE,NANFENG VENTILATOR 'A',B4JQ222,68019T,EQ
1298,CH,68019U,SHE,051,CH,@:@70X,RECPR,155,Recreational Products,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000H28,P,CH300005,CN:BOP,BEIJING TOREAD OUTDR. PRDS.'A',B4JQ2W2,68019U,EQ
1299,CH,68019V,SHE,051,CH,@:@6Z,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE100000H10,P,CH300006,CN:CLP,CHONGQING LUMMY PHARM. 'A',B4JQ6D1,68019V,EQ
1300,CH,68019W,SHE,051,CH,@:@73L,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000H02,P,CH300007,CN:HKE,HENAN HANWEI ELTN.'A',B4JQ761,68019W,EQ
1301,CH,68019X,SHE,051,CH,@:@73M,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100000GZ9,P,CH300008,CN:SBG,SHANGHAI BESTWAY MAR. ENGR.DSGN.'A',B4N4Y26,68019X,EQ
1302,CH,68020C,SHE,051,CH,@:@71S,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE100000GY2,P,CH300009,CN:AAB,ANHUI ANKE BIOTECH.(GP.) 'A',B4N4Y60,68020C,EQ
1303,CH,68020D,SHE,051,CH,@:@6ZJ,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000GX4,P,CH300010,CN:BLT,BEIJING LANXUM TECH.'A',B4N52D6,68020D,EQ
1304,CH,68070K,SHE,051,CH,@:@73H,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000GW6,P,CH300011,CN:BDT,BEIJING DINGHAN TECH.'A',B4SZ004,68070K,EQ
1305,CH,68070N,SHE,051,CH,@:@79G,BUSUP,086,Business Support Svs.,TOTMKCA,INDGSCH,NA,CHZASHR,NA,CNE100000GV8,P,CH300012,CN:CTI,CENTRE TESTING INTL. (SHN.) 'A',B4VM756,68070N,EQ
1306,CH,68070T,SHE,051,CH,@:@72V,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHZASHR,TRNSVCH,CNE100000GT2,P,CH300013,CN:JXM,JIANGSU XINNING MOD. LOGIST.'A',B4RHTJ3,68070T,EQ
1307,CH,68070V,SHE,051,CH,@:@72S,NDRHP,062,Nondur.Household Prod,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000GS4,P,CH300014,CN:EEC,EVE ENERGY 'A',B4TSW28,68070V,EQ
1308,CH,68070X,SHE,051,CH,@:@72T,HCPRO,045,Healthcare Providers,TOTMKCA,HLTHCCH,HCEQSCH,CHZASHR,NA,CNE100000GR6,P,CH300015,CN:AEH,AIER EYE HOSPITAL GP.'A',B4W4ZY6,68070X,EQ
1309,CH,68071F,SHE,051,CH,@:@73,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000001QK9,P,CH300016,CN:BBP,BEIJING BEILU PHARM.'A',B4T0826,68071F,EQ
1310,CH,68071J,SHE,051,CH,@:@72Y,INTNT,151,Internet,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000GQ8,P,CH300017,CN:SWS,SHANGHAI WANGSU SCTC.'A',B4RHV31,68071J,EQ
1311,CH,68071P,SHE,051,CH,@:@72I,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000GP0,P,CH300018,CN:WZH,WUHAN ZHONGYUAN HUADIAN SCTC.'A',B4T1ML6,68071P,EQ
1312,CH,68071T,SHE,051,CH,@:@73I,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE100000GN5,P,CH300019,CN:CGS,CHENGDU GUIBAO SCTC.'A' SUSP - SUSP.22/03/16,B4TSYL1,68071T,EQ
1313,CH,68104M,SHE,051,CH,@:@76C,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,CMPSVCH,CNE100000GM7,P,CH300020,CN:ZEE,ZHEJIANG ENJOYOR ELTN. 'A',B4VJ3S2,68104M,EQ
1314,CH,68104N,SHE,051,CH,@:@76N,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE100000GL9,P,CH300021,CN:GDY,GANSU DA YU WATER-SAVING 'A',B4T9SC3,68104N,EQ
1315,CH,68104P,SHE,051,CH,@:@76I,SPRET,090,Specialty Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE100000GK1,P,CH300022,CN:SJA,GIFORE AGRI.MCH.CHAIN 'A',B4TYNT0,68104P,EQ
1316,CH,68104Q,SHE,051,CH,@:@76L,OILSV,051,Oil Equip. & Services,TOTMKCA,OILGSCH,OILESCH,CHZASHR,OILSVCH,CNE100000GJ3,P,CH300023,CN:BEE,BODE ENERGY EQU.'A',B4VVN88,68104Q,EQ
1317,CH,68104R,SHE,051,CH,@:@76S,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000GH7,P,CH300024,CN:RSA,SIASUN ROBOT & ATMTN.'A',B4W6RJ1,68104R,EQ
1318,CH,68104U,SHE,051,CH,@:@76A,TELMB,143,Mobile Telecom.,TOTMKCA,TELCMCH,NA,CHZASHR,NA,CNE100000GG9,P,CH300025,CN:HKJ,HANGZHOU HUAXING CHUANGYE COMM.'A',B4W6CC9,68104U,EQ
1319,CH,68104X,SHE,051,CH,@:@78B,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE100000GF1,P,CH300026,CN:TCS,TIANJIN CHASE SUN PHARM. 'A',B4VJ218,68104X,EQ
1320,CH,68105C,SHE,051,CH,@:@769,BRDEN,115,Broadcast & Entertain,TOTMKCA,NA,NA,CHZASHR,NA,CNE100000GD6,P,CH300027,CN:HMD,HUAYI BROTHERS MDA.'A',B4VJ489,68105C,EQ
1321,CH,68105D,SHE,051,CH,@:@76E,CNELE,075,Consumer Electronics,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000GC8,P,CH300028,CN:CGT,CHENGDU GEEYA TECH.'A',B4VVK76,68105D,EQ
1322,CH,68526V,SHE,051,CH,@:@8I,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000JC2,P,CH300029,CN:JTP,JIG.HUASHENG TIANLONG PHOTOELECTRIC 'A',B54RTZ9,68526V,EQ
1323,CH,68526W,SHE,051,CH,@:@8KH,MEDSP,103,Medical Supplies,TOTMKCA,HLTHCCH,HCEQSCH,CHZASHR,MEDSPCH,CNE100000JL3,P,CH300030,CN:GIM,GUANGZHOU IMPROVE MED. INSTRUMENTS 'A',B500DG1,68526W,EQ
1324,CH,68526X,SHE,051,CH,@:@8MJ,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000JD0,P,CH300031,CN:WBB,WUXI BOTON TECH.'A',B54PP99,68526X,EQ
1325,CH,68527C,SHE,051,CH,@:@8I2,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000JF5,P,CH300032,CN:JME,JINLONG MCH.& ELT.'A',B4YLT09,68527C,EQ
1326,CH,68527D,SHE,051,CH,@:@8MQ,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHZASHR,NA,CNE100000JG3,P,CH300033,CN:FIN,HITHINK ROYALFLUSH INFO. NET.'A',B4ZW310,68527D,EQ
1327,CH,68527E,SHE,051,CH,@:@8MR,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000JH1,P,CH300034,CN:BCG,BEIJING CISRI GAONA MATS.& TECH.'A',B4ZFZX5,68527E,EQ
1328,CH,68527J,SHE,051,CH,@:@8I3,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000JJ7,P,CH300035,CN:ZKE,HUNAN ZHONGKE ELECTRIC 'A',B4ZKG15,68527J,EQ
1329,CH,68527L,SHE,051,CH,@:@8KJ,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000JK5,P,CH300036,CN:SUS,BEIJING SUPERMAP SFTW. 'A',B504YD7,68527L,EQ
1330,CH,68555R,SHE,051,CH,@:@8O9,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000K15,P,CH300037,CN:CAP,SHENZHEN CAPCHEM TECH. 'A',B54BB99,68555R,EQ
1331,CH,68555Q,SHE,051,CH,@:@8P6,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000K07,P,CH300038,CN:BMC,BEIJING METENO COMM. TECH.'A',B548RV4,68555Q,EQ
1332,CH,68555M,SHE,051,CH,@:@8OB,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE100000JZ3,P,CH300039,CN:SKP,SHANGHAI KAIBAO PHARM. 'A',B52F405,68555M,EQ
1333,CH,68555K,SHE,051,CH,@:@8ON,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000JY6,P,CH300040,CN:HZL,HARBIN JIUZHOU ELECTRIC 'A',B51PWZ7,68555K,EQ
1334,CH,68555N,SHE,051,CH,@:@8O5,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000JX8,P,CH300041,CN:ADH,HUBEI HUITIAN NEW MATS. 'A',B542LP8,68555N,EQ
1335,CH,68555J,SHE,051,CH,@:@8OC,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,NA,CNE100000JW0,P,CH300042,CN:NTE,NETAC TECHNOLOGY 'A',B50JQ36,68555J,EQ
1336,CH,68672X,SHE,051,CH,@:@8W5,TOYSG,061,Toys,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000KN7,P,CH300043,CN:AUT,RASTAR GROUP 'A' SUSP - SUSP.17/12/15,B5M7JN9,68672X,EQ
1337,CH,68673C,SHE,051,CH,@:@8YP,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000KM9,P,CH300044,CN:WIN,SHENZHEN SUNWIN INTEL. 'A',B5L04S9,68673C,EQ
1338,CH,68673D,SHE,051,CH,@:@8YX,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000KL1,P,CH300045,CN:HCR,HWA CREATE 'A' SUSP - SUSP.24/03/16,B5KQ4C2,68673D,EQ
1339,CH,68673E,SHE,051,CH,@:@8Z,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,NA,CNE100000KK3,P,CH300046,CN:ZTS,HUBEI TECH SEMICS.'A' SUSP - SUSP.07/03/16,B5NWQB0,68673E,EQ
1340,CH,68673F,SHE,051,CH,@:@8Y,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000KJ5,P,CH300047,CN:DII,SHENZHEN TIANYUAN DIC INFO.'A',B5M7KT2,68673F,EQ
1341,CH,68673H,SHE,051,CH,@:@8YW,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000KH9,P,CH300048,CN:DRI,HICONICS DRIVE TECH.'A',B5LP1C7,68673H,EQ
1342,CH,68673J,SHE,051,CH,@:@8X0,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE100000KG1,P,CH300049,CN:XOS,INNER MOI.FURUI MED.SCI. 'A',B5LWGS9,68673J,EQ
1343,CH,68673K,SHE,051,CH,@:@8YB,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000KF3,P,CH300050,CN:DCO,DINGLI 'A',B5LNDW5,68673K,EQ
1344,CH,68812F,SHE,051,CH,@:@9LF,INTNT,151,Internet,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000LJ3,P,CH300051,CN:XWA,XIAMEN 35 COM TECH.'A',B62JB36,68812F,EQ
1345,CH,68812H,SHE,051,CH,@:@9P,TOYSG,061,Toys,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000LK1,P,CH300052,CN:SZQ,SHENZHEN ZQGAME 'A',B3MHWC5,68812H,EQ
1346,CH,68812J,SHE,051,CH,@:@9Q,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,NA,CNE100000LL9,P,CH300053,CN:ZSU,ZHUHAI ORBITA CNTL.ENGR. 'A',B3MH474,68812J,EQ
1347,CH,68812K,SHE,051,CH,@:@9LH,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000LM7,P,CH300054,CN:HDR,HUBEI DINGLONG CHM.'A',B3NXYR1,68812K,EQ
1348,CH,68907P,SHE,051,CH,@:@C86,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000LR6,P,CH300055,CN:BWB,BEIJING WATER BUS.DR.'A',B3P4VV5,68907P,EQ
1349,CH,68907R,SHE,051,CH,@:@B18,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000LS4,P,CH300056,CN:XSE,XIAMEN SAVINGS ENV.'A',B3MK611,68907R,EQ
1350,CH,68907T,SHE,051,CH,@:@B0,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,CONPKCH,CNE100000LT2,P,CH300057,CN:SWW,SHANTOU WANSHUN PACKAGE MRA.STK.'A',B3PSZ71,68907T,EQ
1351,CH,68907U,SHE,051,CH,@:@AW,MEDAG,041,Media Agencies,TOTMKCA,NA,NA,CHZASHR,NA,CNE100000LV8,P,CH300058,CN:BCF,BLUEFOCUS COMM.GP.'A',B3N1WC6,68907U,EQ
1352,CH,69037D,SHE,051,CH,@:@EO1,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHZASHR,NA,CNE100000MD4,P,CH300059,CN:EMI,EAST MONEY INFO.'A',B62Q4K5,69037D,EQ
1353,CH,69037J,SHE,051,CH,@:@EO2,MEDSP,103,Medical Supplies,TOTMKCA,HLTHCCH,HCEQSCH,CHZASHR,MEDSPCH,CNE100000MC6,P,CH300061,CN:SCQ,SHANGHAI CONANT OPTICS 'A',B3N1TR0,69037J,EQ
1354,CH,69037M,SHE,051,CH,@:@E94,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000MB8,P,CH300062,CN:FCI,FUJIAN CEE INSTALLATIONS 'A',B62D0F3,69037M,EQ
1355,CH,69073F,SHE,051,CH,@:@EY0,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000MS2,P,CH300063,CN:GSC,GUANGDONG SKY DRAGON PRINTING INK GP. 'A',B65CFW9,69073F,EQ
1356,CH,69073H,SHE,051,CH,@:@F06,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,CLTHGCH,CNE100000MR4,P,CH300064,CN:ZSD,ZHENGZHOU SINO-CRYSTAL DIAMOND 'A',B65RF57,69073H,EQ
1357,CH,69073J,SHE,051,CH,@:@F39,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000MQ6,P,CH300065,CN:BHD,BEIJING HIGHLANDER DIGITAL TECH. 'A',B65ZG70,69073J,EQ
1358,CH,69073K,SHE,051,CH,@:@F3L,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000MP8,P,CH300066,CN:JWM,JIANGXI SANCHUAN WATER METER 'A',B65CCL7,69073K,EQ
1359,CH,69231E,SHE,051,CH,@:@G6,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000ND2,P,CH300067,CN:NCC,SHANGHAI ANOKY GP.'A',B59BCQ8,69231E,EQ
1360,CH,69231F,SHE,051,CH,@:@GI7,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000NC4,P,CH300068,CN:ZNP,ZHEJIANG NARADA PWR.SCE. 'A',B57JFW1,69231F,EQ
1361,CH,69231J,SHE,051,CH,@:@GB0,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000NB6,P,CH300069,CN:JEC,ZHEJIANG JINLIHUA ELEC. 'A',B58MHD4,69231J,EQ
1362,CH,69231K,SHE,051,CH,@:@G5,WASTE,047,"Waste, Disposal Svs.",TOTMKCA,INDGSCH,NA,CHZASHR,NA,CNE100000N95,P,CH300070,CN:BEO,BEIJING ORIGINWATER TECH.'A',B64W832,69231K,EQ
1363,CH,69231L,SHE,051,CH,@:@H98,MEDAG,041,Media Agencies,TOTMKCA,NA,NA,CHZASHR,NA,CNE100000N87,P,CH300071,CN:IMC,SPEARHEAD INTMKG.COMM. GP.'A',B572S76,69231L,EQ
1364,CH,69265F,SHE,051,CH,@:@GK5,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000NP6,P,CH300072,CN:BEK,BEIJING SJ ENP.& NMT.'A',B5LGPG2,69265F,EQ
1365,CH,69265P,SHE,051,CH,@:@GO,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000NN1,P,CH300073,CN:BEA,BEIJING EASPRING MRA. TECH.CL.A,B5M8006,69265P,EQ
1366,CH,69265R,SHE,051,CH,@:@GQC,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,CMPSVCH,CNE100000NM3,P,CH300074,CN:AVC,AVCON INFO.TECH.CL.A,B57DVX6,69265R,EQ
1367,CH,69265T,SHE,051,CH,@:@GM0,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000NL5,P,CH300075,CN:BEC,BEIJING EGOVA CL.A,B5VJVH4,69265T,EQ
1368,CH,69301W,SHE,051,CH,@:@GV6,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000NS0,P,CH300076,CN:NIZ,NINGBO GQY VID.& TELC. JST.'A',B5KRZ55,69301W,EQ
1369,CH,69301T,SHE,051,CH,@:@H74,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,NA,CNE100000NT8,P,CH300077,CN:NAT,NATIONZ TECHNOLOGIES 'A',B56NR28,69301T,EQ
1370,CH,69301U,SHE,051,CH,@:@H7,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000NV4,P,CH300078,CN:HAZ,HANGZHOU CENTURY 'A',B5NLC42,69301U,EQ
1371,CH,69301V,SHE,051,CH,@:@H70,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000NW2,P,CH300079,CN:SUX,SUMAVISION TECHS.'A',B5W1WP4,69301V,EQ
1372,CH,69691C,SHE,051,CH,@:@I2K,SEMIC,130,Semiconductors,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,NA,CNE100000QK0,P,CH300080,CN:HXM,HENAN XINDAXIN MATS.'A',B3T56Z3,69691C,EQ
1373,CH,69455K,SHE,051,CH,@:@I4X,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000PB1,P,CH300081,CN:HMX,HEBEI HENGXIN MOBL.BUS. 'A',B3RFYR3,69455K,EQ
1374,CH,69455H,SHE,051,CH,@:@7JV,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE100000PC9,P,CH300082,CN:LNX,LIAO NING OXIRANCHEM 'A',B3XXKK6,69455H,EQ
1375,CH,69455J,SHE,051,CH,@:@I36,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000PD7,P,CH300083,CN:JDX,JN.(DGA.)PRECN.COMPNS. 'A',B3XNFG7,69455J,EQ
1376,CH,69455L,SHE,051,CH,@:@I4W,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000PF2,P,CH300084,CN:LSX,LANZHOU HAIMO TECHS.'A',B3TBHW5,69455L,EQ
1377,CH,69499P,SHE,051,CH,@:@IF8,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,NA,CNE100000QL8,P,CH300085,CN:SIV,SHENZHEN INFOGEM TECHS. 'A',B3YJLT9,69499P,EQ
1378,CH,69499K,SHE,051,CH,@:@I94,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE100000QM6,P,CH300086,CN:HAJ,HAINAN HONZ PHARM.'A',B42N7C5,69499K,EQ
1379,CH,69499N,SHE,051,CH,@:@7K2,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE100000QN4,P,CH300087,CN:WIO,WINALL HI-TECH SEED 'A',B3XB8M8,69499N,EQ
1380,CH,69499L,SHE,051,CH,@:@IF9,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000QP9,P,CH300088,CN:WUI,WUHU TOKEN SCIENCE 'A',B3XMWD0,69499L,EQ
1381,CH,69691H,SHE,051,CH,@:@JQ9,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE100000QT1,P,CH300089,CN:GWG,GREAT WAL.OF CUL.GPHD. GNGD.'A',B55W2G5,69691H,EQ
1382,CH,69691J,SHE,051,CH,@:@JR,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000QV7,P,CH300090,CN:ASM,ANHUI SHENGYUN ENPRO.GP. 'A',B5V5SN7,69691J,EQ
1383,CH,69691K,SHE,051,CH,@:@JRU,SPFIN,113,Specialty Finance,TOTMKCA,FINSVCH,FNSVSCH,CHZASHR,NA,CNE100000QW5,P,CH300091,CN:JJS,JIANGSU JIN TONG LING FLUID MCH.TECH.'A',B5NL1L2,69691K,EQ
1384,CH,69760F,SHE,051,CH,@:@JYN,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000R83,P,CH300092,CN:SIK,SICHUAN KEXIN MECH.& ELECT.EQU.'A',B6012V9,69760F,EQ
1385,CH,69760T,SHE,051,CH,@:@JYL,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE100000R91,P,CH300093,CN:GGT,GUANGDONG GOLDEN GLSS. TECHS.'A',B693ZL7,69760T,EQ
1386,CH,69760Q,SHE,051,CH,@:@JYK,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE100000RB7,P,CH300094,CN:ZGA,ZHANJIANG GLA.ATC.PRDS. 'A',B5P5MQ4,69760Q,EQ
1387,CH,69871C,SHE,051,CH,@:@L3T,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000RY9,P,CH300095,CN:JHB,JIANGXI HUAWU BRAKE 'A',B43ZKS7,69871C,EQ
1388,CH,69871D,SHE,051,CH,@:@L6,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHZASHR,CMPSVCH,CNE100000RZ6,P,CH300096,CN:YLZ,YLZ INFO.TECH.'A' SUSP - SUSP.29/03/16,B3XLK99,69871D,EQ
1389,CH,69871E,SHE,051,CH,@:@KV,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE100000S09,P,CH300097,CN:DZA,DALIAN ZHIYUN ATMTN.'A',B3ZG962,69871E,EQ
1390,CH,69871F,SHE,051,CH,@:@L55,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE100000S17,P,CH300098,CN:GGO,GOSUNCN TECH.GROUP 'A',B3YRHR3,69871F,EQ
1391,CH,69902D,SHE,051,CH,@:@LCZ,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE100000S82,P,CH300099,CN:SUB,UROICA MNG.STY.ENGR.'A',B4MSTH9,69902D,EQ
1392,CH,69902E,SHE,051,CH,@:@LF3,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE100000S90,P,CH300100,CN:NIQ,NINGBO SNGN.AUTO PARTS 'A',B44WVN9,69902E,EQ
1393,CH,69902K,SHE,051,CH,@:@LF4,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE100000SB5,P,CH300101,CN:CGE,CHENGDU CORPRO TECH.'A',B42VLF0,69902K,EQ
1394,CH,69932R,SHE,051,CH,@:@LL,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000SG4,P,CH300102,CN:XMD,XIAMEN CHANGELIGHT 'A',B4YX4R7,69932R,EQ
1395,CH,69932T,SHE,051,CH,@:@LR4,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE100000SH2,P,CH300103,CN:XID,XI'AN DAGANG RD.MCH.'A',B4TBW94,69932T,EQ
1396,CH,69932U,SHE,051,CH,@:@LMQ,SPFIN,113,Specialty Finance,TOTMKCA,FINSVCH,FNSVSCH,CHZASHR,NA,CNE100000SJ8,P,CH300104,CN:LES,LESHI INET.INFO.& TECH. 'A',B4ZL5B1,69932U,EQ
1397,CH,69966U,SHE,051,CH,@:@LT7,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE100000SQ3,P,CH300105,CN:LYG,YANTAI LGU.PWR.TECH.'A',B521146,69966U,EQ
